Time: ISBN: Retail-Price: Lowest-New-Price: Lowest-Used-Price: Sales-Rank
2016/03/05:11:54:44 0071004998 5699 4596 4124 263811
2016/03/05:12:19:00 0071004998 5699 4596 4123 263811
2016/03/05:12:39:19 0071004998 5699 4596 4123 263811
2016/03/05:12:55:07 0071004998 5699 4596 4122 263811
2016/03/05:17:40:59 0071004998 5699 4347 4111 258441
2016/03/05:19:30:26 0071004998 5699 4347 4108 258485
2016/03/05:20:19:26 0071004998 5699 4347 4106 259696
2016/03/05:21:50:01 0071004998 5699 4347 4105 263417
2016/03/05:23:10:50 0071004998 5699 4347 4102 261219
2016/03/06:03:51:10 0071004998 5699 4347 4093 268477
2016/03/06:08:37:50 0071004998 5699 4347 4084 274332
2016/03/06:09:41:40 0071004998 5699 4347 4083 275460
2016/03/06:10:34:06 0071004998 5699 4347 4081 275838
2016/03/06:11:29:21 0071004998 5699 4347 4079 275838
2016/03/06:14:30:12 0071004998 5699 4347 4074 270836
2016/03/06:14:45:12 0071004998 5699 4347 4074 270836
2016/03/06:15:52:50 0071004998 5699 4347 4072 271013
2016/03/06:16:35:58 0071004998 5699 4347 4070 268540
2016/03/06:17:50:22 0071004998 5699 4347 4067 268614
2016/03/06:20:47:39 0071004998 5699 4347 4061 264852
2016/03/06:22:32:48 0071004998 5699 4347 4057 268139
2016/03/06:22:56:40 0071004998 5699 4347 4057 268171
2016/03/06:23:08:21 0071004998 5699 4347 4057 268171
2016/03/07:07:37:37 0071004998 5699 4347 4038 276984
2016/03/07:09:28:16 0071004998 5699 4347 4034 276984
2016/03/07:10:52:26 0071004998 5699 4347 4034 275117
2016/03/07:11:30:52 0071004998 5699 4347 4032 275747
2016/03/07:12:35:04 0071004998 5699 4347 4031 277526
2016/03/07:14:00:56 0071004998 5699 4347 4029 277202
2016/03/07:15:30:10 0071004998 5699 4347 4028 278290
2016/03/07:16:19:46 0071004998 5699 4347 4027 278290
2016/03/07:16:57:13 0071004998 5699 4347 4026 278564
2016/03/07:19:09:44 0071004998 5699 4347 4023 275402
2016/03/07:22:41:35 0071004998 5699 4347 4021 282316
2016/03/07:23:48:40 0071004998 5699 4347 4018 282583
2016/03/08:07:42:56 0071004998 5699 4347 4001 289719
2016/03/08:09:05:35 0071004998 5699 4347 3978 287232
2016/03/08:11:55:58 0071004998 5699 4347 3974 286287
2016/03/08:13:13:06 0071004998 5699 4347 3972 286286
2016/03/08:14:40:36 0071004998 5699 4347 3969 285977
2016/03/08:17:15:52 0071004998 5699 4347 3966 288468
2016/03/08:19:43:00 0071004998 5699 4347 3963 288778
2016/03/09:07:47:19 0071004998 5699 4347 3944 301447
2016/03/09:09:57:41 0071004998 5699 4347 3941 301447
2016/03/09:10:53:20 0071004998 5699 4347 3939 40816
2016/03/09:15:03:05 0071004998 5699 4347 3932 52198
2016/03/09:15:54:06 0071004998 5699 4347 3930 52220
2016/03/09:18:42:15 0071004998 5699 4347 3927 67072
2016/03/09:19:59:50 0071004998 5699 4347 3925 67163
2016/03/09:20:27:36 0071004998 5699 4347 3924 85263
2016/03/09:21:16:48 0071004998 5699 4347 3923 85263
2016/03/09:22:33:18 0071004998 5699 4347 3923 87596
2016/03/09:22:45:12 0071004998 5699 4347 3923 87596
2016/03/09:23:25:16 0071004998 5699 4347 3923 87596
2016/03/09:23:46:29 0071004998 5699 4347 3921 87597
2016/03/10:05:04:10 0071004998 5699 4347 3912 129251
2016/03/10:07:51:12 0071004998 5699 4347 3906 131062
2016/03/10:09:38:21 0071004998 5699 4347 3895 140114
2016/03/10:11:08:00 0071004998 5699 4347 3893 142552
2016/03/10:11:58:23 0071004998 5699 4347 3892 142551
2016/03/10:12:26:09 0071004998 5699 4347 3891 142551
2016/03/10:13:51:25 0071004998 5699 4347 3889 143877
2016/03/10:14:04:34 0071004998 5699 4347 3888 143877
2016/03/10:15:30:30 0071004998 5699 4347 3886 146538
2016/03/10:16:39:42 0071004998 5699 4347 3885 146604
2016/03/10:19:17:05 0071004998 5699 4347 3882 160210
2016/03/10:20:20:32 0071004998 5699 4347 3882 160476
2016/03/10:22:55:35 0071004998 5699 4347 4100 171389
2016/03/11:07:48:23 0071004998 5699 4347 4100 192090
2016/03/11:09:49:52 0071004998 5699 4347 4100 198383
2016/03/11:13:41:33 0071004998 5699 4347 4100 197278
2016/03/11:15:52:23 0071004998 5699 4347 4100 198998
2016/03/11:16:48:24 0071004998 5699 4347 4100 199043
2016/03/11:17:29:09 0071004998 5699 4347 4100 199043
2016/03/11:19:35:40 0071004998 5699 4347 4100 201809
2016/03/11:22:47:54 0071004998 5699 4347 4100 209462
2016/03/12:12:11:49 0071004998 5699 4347 4100 226090
2016/03/12:13:47:23 0071004998 5699 4347 4100 225757
2016/03/12:18:54:31 0071004998 5699 4347 4100 230739
2016/03/13:09:28:54 0071004998 5699 4347 4100 254077
2016/03/13:11:13:38 0071004998 5699 4347 4100 253962
2016/03/13:16:21:22 0071004998 5699 4347 4100 250816
2016/03/13:18:15:13 0071004998 5699 4347 4100 251733
2016/03/13:19:45:39 0071004998 5699 4347 4100 251776
2016/03/13:22:44:04 0071004998 5699 4347 4100 257034
2016/03/14:07:48:04 0071004998 5699 4347 4100 258856
2016/03/14:08:59:12 0071004998 5699 4347 4100 267320
2016/03/14:09:37:17 0071004998 5699 4347 4100 267320
2016/03/14:10:13:48 0071004998 5699 4347 4100 267320
2016/03/15:14:46:11 0071004998 5699 4346 4100 282732
2016/03/15:17:29:15 0071004998 5699 4347 4100 286952
2016/03/15:18:47:12 0071004998 5699 4347 4100 287066
2016/03/15:20:11:16 0071004998 5699 4347 4100 285759
2016/03/15:20:45:49 0071004998 5699 4347 4100 285982
2016/03/15:22:41:03 0071004998 5699 4347 4100 292579
2016/03/16:00:32:03 0071004998 5699 4347 4100 298512
2016/03/16:08:09:45 0071004998 5699 4347 4100 306136
2016/03/16:21:36:24 0071004998 5699 4347 4099 306222
2016/03/16:23:27:18 0071004998 5699 4347 4099 314489
2016/03/17:07:29:18 0071004998 5699 4347 4099 321437
2016/03/17:08:55:57 0071004998 5699 4347 4099 316759
2016/03/17:13:45:23 0071004998 5699 4347 4099 317177
2016/03/17:14:35:41 0071004998 5699 4347 4099 314318
2016/03/17:16:01:19 0071004998 5699 4347 4099 314551
2016/03/17:17:19:50 0071004998 5699 4347 4099 313452
2016/03/17:18:22:04 0071004998 5699 4347 4099 314190
2016/03/17:22:25:50 0071004998 5699 4347 4099 316097
2016/03/18:07:40:42 0071004998 5699 4347 4026 83387
2016/03/18:08:52:46 0071004998 5699 4347 4026 85168
2016/03/18:13:44:23 0071004998 5699 4347 4026 91528
2016/03/19:00:37:03 0071004998 4859 4347 4026 132311
2016/03/19:10:40:58 0071004998 4859 4347 4026 156286
2016/03/19:12:15:27 0071004998 4859 4347 4026 156154
2016/03/19:13:07:45 0071004998 4859 4347 4026 156404
2016/03/19:21:01:07 0071004998 4859 4347 4026 171596
2016/03/19:23:38:53 0071004998 4859 4347 4026 180496
2016/03/20:08:11:00 0071004998 4859 4347 4026 197812
2016/03/20:09:51:44 0071004998 4859 4347 4026 197812
2016/03/20:12:12:42 0071004998 4859 4347 4026 200729
2016/03/20:13:42:02 0071004998 4859 4347 4025 201028
2016/03/20:14:39:27 0071004998 4859 4347 4025 201122
2016/03/20:18:02:34 0071004998 4859 4347 4025 205311
2016/03/20:20:01:42 0071004998 4859 4347 4025 210108
