Time: ISBN: Retail-Price: Lowest-Used-Price: Lowest-New-Price: Sales-Rank 
2016/12/27:20:10:46 1137327537 2159 1629 1800 46725
2016/12/27:22:10:52 1137327537 2159 1629 1800 53694
2016/12/27:23:10:46 1137327537 2159 1629 1800 20251
2016/12/28:01:10:48 1137327537 2159 1629 1800 22999
2016/12/28:02:10:47 1137327537 2159 1629 1800 27867
2016/12/28:04:10:51 1137327537 2159 1629 1800 30272
2016/12/28:05:10:42 1137327537 2159 1629 1800 33161
2016/12/28:06:10:51 1137327537 2159 1614 1800 34392
2016/12/28:08:10:49 1137327537 2159 1614 1800 35818
2016/12/28:10:10:48 1137327537 2159 1614 1800 36798
2016/12/28:12:10:46 1137327537 2159 1614 1800 42165
2016/12/28:14:10:45 1137327537 2159 1614 1800 15896
2016/12/28:17:10:43 1137327537 2159 1614 1800 23848
2016/12/28:18:10:43 1137327537 2159 1614 1800 23848
2016/12/28:22:10:39 1137327537 2159 1614 1800 39790
2016/12/29:00:10:44 1137327537 2159 1614 1800 53771
2016/12/29:01:10:43 1137327537 2159 1614 1800 53771
2016/12/29:02:10:42 1137327537 2159 1614 1800 62405
2016/12/29:04:10:50 1137327537 2159 1614 1800 64286
2016/12/29:05:10:40 1137327537 2159 1614 1800 66062
2016/12/29:06:10:40 1137327537 2159 1614 1800 65231
2016/12/29:07:10:44 1137327537 2159 1614 1800 65231
2016/12/29:08:10:46 1137327537 2159 1593 1800 64088
2016/12/29:10:10:47 1137327537 2159 1593 1800 62644
2016/12/29:12:10:45 1137327537 2159 1593 1800 62575
2016/12/29:15:10:55 1137327537 2159 1593 1800 72644
2016/12/29:16:10:47 1137327537 2159 1593 1800 72644
2016/12/29:17:10:49 1137327537 2159 1593 1800 81252
2016/12/29:18:10:48 1137327537 2159 1593 1800 85334
2016/12/29:19:10:42 1137327537 2159 1593 1800 85334
2016/12/29:20:10:56 1137327537 2159 1593 1800 94143
2016/12/29:22:10:48 1137327537 2159 1593 1800 98833
2016/12/29:23:10:49 1137327537 2159 1593 1800 106840
2016/12/30:00:10:43 1137327537 2159 1626 1800 111231
2016/12/30:01:10:48 1137327537 2159 1626 1800 111231
2016/12/30:02:10:46 1137327537 2159 1626 1800 118884
2016/12/30:04:10:48 1137327537 2159 1626 1800 121624
2016/12/30:05:10:41 1137327537 2159 1626 1800 124268
2016/12/30:06:10:45 1137327537 2159 1626 1800 124663
2016/12/30:08:10:48 1137327537 2159 1626 1800 124822
2016/12/30:10:10:54 1137327537 2159 1626 1800 124284
2016/12/30:11:10:44 1137327537 2159 1626 1800 124696
2016/12/30:12:10:46 1137327537 2159 1626 1800 124965
2016/12/30:13:10:40 1137327537 2159 1626 1800 124965
2016/12/30:14:11:06 1137327537 2159 1626 1800 129880
2016/12/30:16:10:50 1137327537 2159 1626 1800 132562
2016/12/30:17:10:50 1137327537 2159 1626 1800 138661
2016/12/30:18:10:45 1137327537 2159 1626 1800 141047
2016/12/30:19:10:55 1137327537 2159 1626 1800 141047
2016/12/30:20:10:41 1137327537 2159 1626 1800 147450
2016/12/30:21:10:45 1137327537 2159 1626 1800 149844
2016/12/30:22:10:50 1137327537 2159 1626 1800 149844
2016/12/30:23:10:42 1137327537 2159 1626 1800 154963
2016/12/31:00:10:44 1137327537 2159 1626 1800 156823
2016/12/31:01:10:44 1137327537 2159 1626 1800 156823
2016/12/31:02:10:45 1137327537 2159 1626 1800 161359
2016/12/31:03:10:41 1137327537 2159 1626 1800 162035
2016/12/31:04:10:45 1137327537 2159 1626 1800 162035
2016/12/31:05:10:43 1137327537 2159 1626 1800 162979
2016/12/31:06:10:45 1137327537 2159 1626 1800 162055
2016/12/31:07:10:47 1137327537 2159 1626 1800 162055
2016/12/31:08:10:48 1137327537 2159 1626 1800 161078
2016/12/31:09:10:48 1137327537 2159 1626 1800 159827
2016/12/31:10:10:47 1137327537 2159 1626 1800 159827
2016/12/31:11:10:43 1137327537 2159 1626 1800 159326
2016/12/31:12:10:47 1137327537 2159 1626 1800 159293
2016/12/31:13:10:43 1137327537 2159 1626 1800 159293
2016/12/31:14:10:44 1137327537 2159 1626 1800 162709
2016/12/31:15:11:05 1137327537 2159 1626 1800 164797
2016/12/31:17:10:51 1137327537 2159 1626 1800 169939
2016/12/31:18:10:51 1137327537 2159 1626 1800 172613
2016/12/31:20:10:44 1137327537 2159 1626 1800 177966
2017/01/01:20:10:41 1137327537 2159 1626 1800 205866
2017/01/01:21:10:48 1137327537 2159 1626 1800 207916
2017/01/01:22:10:45 1137327537 2159 1626 1800 207916
2017/01/01:23:10:39 1137327537 2159 1626 1800 212395
2017/01/02:00:10:47 1137327537 2159 1626 1800 213951
2017/01/02:01:10:46 1137327537 2159 1626 1800 213951
2017/01/02:02:10:46 1137327537 2159 1626 1800 217791
2017/01/02:03:10:43 1137327537 2159 1626 1800 218206
2017/01/02:04:10:49 1137327537 2159 1626 1800 218206
2017/01/02:05:10:47 1137327537 2159 1626 1800 219020
2017/01/02:06:10:44 1137327537 2159 1626 1800 218070
2017/01/02:08:10:46 1137327537 2159 1626 1800 217024
2017/01/02:09:10:46 1137327537 2159 1626 1800 215660
2017/01/02:10:10:55 1137327537 2159 1626 1800 215660
2017/01/02:11:10:53 1137327537 2159 1626 1800 215014
2017/01/02:12:10:45 1137327537 2159 1626 1800 214634
2017/01/02:16:10:40 1137327537 2159 1626 1800 28328
2017/01/02:17:10:35 1137327537 2159 1626 1800 42021
2017/01/02:18:10:44 1137327537 2159 1626 1800 49443
2017/01/02:19:10:40 1137327537 2159 1626 1800 49443
2017/01/02:20:10:44 1137327537 2159 1626 1800 63567
2017/01/29:12:11:04 1137327537 2249 1608 1247 185643
2017/01/29:12:48:26 1137327537 2249 1608 1247 185688
