Time: ISBN: Retail-Price: Lowest-New-Price: Lowest-Used-Price: Sales-Rank
2016/03/05:12:21:07 111152551X 4799 3600 2996 157749
2016/03/05:12:41:20 111152551X 4799 3600 2996 157749
2016/03/05:12:57:09 111152551X 4799 3600 2996 157749
2016/03/05:17:43:00 111152551X 4799 3600 2996 158694
2016/03/05:19:32:27 111152551X 4799 3600 2996 158739
2016/03/05:20:21:27 111152551X 4799 3600 2996 164042
2016/03/05:21:52:02 111152551X 4799 3600 2996 172164
2016/03/05:23:12:52 111152551X 4799 3600 2996 171576
2016/03/06:03:53:11 111152551X 4799 3600 2996 181657
2016/03/06:08:39:52 111152551X 4799 3600 2996 186693
2016/03/06:09:43:42 111152551X 4799 3600 2996 187189
2016/03/06:10:36:09 111152551X 4799 3600 2996 187567
2016/03/06:11:31:24 111152551X 4799 3600 2996 184418
2016/03/06:14:32:14 111152551X 4799 3600 2996 182022
2016/03/06:14:47:14 111152551X 4799 3600 2996 182199
2016/03/06:15:54:51 111152551X 4799 3600 2996 179912
2016/03/06:16:37:59 111152551X 4799 3600 2996 179912
2016/03/06:17:52:24 111152551X 4799 3600 2996 181246
2016/03/06:20:49:41 111152551X 4799 3600 2996 178032
2016/03/06:22:34:50 111152551X 4799 3600 2996 183142
2016/03/06:22:58:41 111152551X 4799 3600 2996 183142
2016/03/06:23:10:23 111152551X 4799 3600 2996 183142
2016/03/07:07:39:39 111152551X 4799 3600 2996 203136
2016/03/07:09:30:19 111152551X 4799 3600 2996 202411
2016/03/07:10:54:27 111152551X 4799 3600 2996 200972
2016/03/07:11:32:54 111152551X 4799 3600 2996 201602
2016/03/07:12:37:06 111152551X 4799 3600 2996 204323
2016/03/07:14:02:58 111152551X 4799 3600 2694 204425
2016/03/07:15:32:12 111152551X 4799 3600 2694 206258
2016/03/07:16:21:48 111152551X 4799 3600 2694 206258
2016/03/07:16:59:15 111152551X 4799 3600 2694 206533
2016/03/07:19:11:47 111152551X 4799 3600 2694 203639
2016/03/07:22:43:36 111152551X 4799 3600 2694 214051
2016/03/07:23:50:42 111152551X 4799 3600 2694 214318
2016/03/08:07:44:57 111152551X 4799 3600 2694 226149
2016/03/08:09:07:36 111152551X 4799 3600 2694 223517
2016/03/08:11:57:59 111152551X 4799 3600 2694 222738
2016/03/08:13:15:08 111152551X 4799 3600 2694 222737
2016/03/08:14:42:38 111152551X 4799 3600 2694 222606
2016/03/08:17:17:53 111152551X 4799 3600 2694 225822
2016/03/08:19:45:05 111152551X 4799 3600 2692 226835
2016/03/09:07:49:20 111152551X 4799 3600 2678 248079
2016/03/09:09:59:43 111152551X 4799 3600 2678 244478
2016/03/09:10:55:22 111152551X 4799 3600 2677 243850
2016/03/09:15:05:06 111152551X 4799 3600 2664 239615
2016/03/09:15:56:08 111152551X 4799 3600 2662 239644
2016/03/09:18:44:17 111152551X 4799 3600 2662 240714
2016/03/09:20:01:51 111152551X 4799 3600 2660 240804
2016/03/09:20:29:38 111152551X 4799 3600 2658 248574
2016/03/09:21:18:56 111152551X 4799 3600 2656 248574
2016/03/09:22:35:20 111152551X 4799 3600 2652 247198
2016/03/09:22:47:13 111152551X 4799 3600 2652 247198
2016/03/09:23:27:18 111152551X 4799 3600 2652 247198
2016/03/09:23:48:30 111152551X 4799 3600 2652 247198
2016/03/10:05:06:12 111152551X 4799 3600 2650 261413
2016/03/10:07:53:13 111152551X 4799 3600 2650 257351
2016/03/10:09:40:31 111152551X 4799 3600 2650 258463
2016/03/10:11:10:03 111152551X 4799 3600 2650 255117
2016/03/10:12:00:25 111152551X 4799 3600 2646 255117
2016/03/10:12:28:10 111152551X 4799 3600 2645 255116
2016/03/10:14:06:36 111152551X 4799 3600 2642 250790
2016/03/10:15:32:32 111152551X 4799 3600 2639 247450
2016/03/10:16:41:44 111152551X 4799 3600 2635 247103
2016/03/10:19:19:07 111152551X 4799 3600 2626 249738
2016/03/10:20:22:33 111152551X 4799 3600 2624 250009
2016/03/10:22:57:36 111152551X 4799 3600 2616 256200
2016/03/11:07:50:25 111152551X 4799 3600 2612 261471
2016/03/11:09:51:55 111152551X 4799 3600 2612 263279
2016/03/11:13:43:35 111152551X 4799 3600 2602 254890
2016/03/11:16:08:27 111152551X 4799 3600 2594 252846
2016/03/11:16:50:27 111152551X 4799 3600 2592 252891
2016/03/11:17:31:12 111152551X 4799 3600 2592 252763
2016/03/11:19:37:42 111152551X 4799 3600 2586 248590
2016/03/11:22:49:55 111152551X 4799 3600 2574 253563
2016/03/12:12:13:51 111152551X 4799 3600 2563 256385
2016/03/12:13:49:25 111152551X 4799 3600 2558 252164
2016/03/12:18:56:32 111152551X 4799 3600 2542 248784
2016/03/13:09:30:55 111152551X 4799 3600 2129 56438
2016/03/13:11:15:40 111152551X 4799 3600 2127 60883
2016/03/13:16:23:24 111152551X 4799 3600 2115 65645
2016/03/13:18:17:20 111152551X 4799 3600 2109 77934
2016/03/13:19:47:41 111152551X 4799 3600 2103 77976
2016/03/13:22:46:06 111152551X 4799 3600 2093 95713
2016/03/14:07:50:07 111152551X 4799 3600 2089 114599
2016/03/14:09:01:14 111152551X 4799 3600 2089 129617
2016/03/14:10:15:50 111152551X 4799 3600 2089 129617
2016/03/15:14:51:38 111152551X 4799 3600 2049 184989
2016/03/15:17:34:43 111152551X 4799 3600 2041 190551
2016/03/15:18:52:40 111152551X 4799 3600 2037 190665
2016/03/15:20:16:45 111152551X 4799 3600 2032 188258
