Time: ISBN: Retail-Price: Lowest-New-Price: Lowest-Used-Price: Sales-Rank
2016/03/05:11:55:16 110708735X 5999 4394 4301 62948
2016/03/05:12:19:32 110708735X 5999 4394 4301 62948
2016/03/05:12:39:50 110708735X 5999 4394 4301 62948
2016/03/05:12:55:39 110708735X 5999 4394 4301 63877
2016/03/05:17:41:30 110708735X 5999 4394 4301 71484
2016/03/05:19:30:57 110708735X 5999 4394 4301 71529
2016/03/05:20:19:58 110708735X 5999 4394 4301 80032
2016/03/05:21:50:32 110708735X 5999 4394 4301 91932
2016/03/05:23:11:22 110708735X 5999 4395 4301 92592
2016/03/06:03:51:42 110708735X 5999 4394 4302 109916
2016/03/06:08:38:22 110708735X 5999 4394 4302 124042
2016/03/06:09:42:11 110708735X 5999 4394 4302 128900
2016/03/06:10:34:39 110708735X 5999 4394 4302 129278
2016/03/06:11:29:53 110708735X 5999 4394 4302 129278
2016/03/06:14:30:43 110708735X 5999 4394 4302 132234
2016/03/06:14:45:44 110708735X 5999 4394 4302 132234
2016/03/06:15:53:21 110708735X 5999 4394 4302 134529
2016/03/06:16:36:29 110708735X 5999 4394 4302 134529
2016/03/06:17:50:54 110708735X 5999 4394 4302 140329
2016/03/06:20:48:11 110708735X 5999 4394 4302 140526
2016/03/06:22:33:20 110708735X 5999 4394 4302 150068
2016/03/06:22:57:11 110708735X 5999 4394 4302 150100
2016/03/06:23:08:53 110708735X 5999 4394 4302 150100
2016/03/07:07:38:09 110708735X 5999 4394 4301 180874
2016/03/07:09:28:47 110708735X 5999 4394 4301 180875
2016/03/07:10:52:57 110708735X 5999 4394 4301 180130
2016/03/07:11:31:23 110708735X 5999 4394 4301 180760
2016/03/07:12:35:35 110708735X 5999 4394 4301 184413
2016/03/07:14:01:28 110708735X 5999 4394 4301 185806
2016/03/07:15:30:41 110708735X 5999 4394 4301 185806
2016/03/07:16:20:17 110708735X 5999 4394 4301 189714
2016/03/07:16:57:45 110708735X 5999 4395 4301 189989
2016/03/07:19:10:16 110708735X 5999 4395 4301 189440
2016/03/07:22:42:06 110708735X 5999 4394 4301 205420
2016/03/07:23:49:12 110708735X 5999 4394 4301 205687
2016/03/08:07:43:27 110708735X 5999 4394 4301 229828
2016/03/08:09:06:06 110708735X 5999 4394 4301 230015
2016/03/08:11:56:29 110708735X 5999 4394 4301 233257
2016/03/08:13:13:38 110708735X 5999 4394 4301 233256
2016/03/08:14:41:07 110708735X 5999 4394 4301 234338
2016/03/08:17:16:23 110708735X 5999 4394 4301 238423
2016/03/08:19:43:32 110708735X 5999 4394 4301 240345
2016/03/09:07:47:51 110708735X 5999 4394 4301 278467
2016/03/09:09:58:12 110708735X 5999 4394 4301 279192
2016/03/09:10:53:52 110708735X 5999 4394 4301 282827
2016/03/09:15:03:36 110708735X 5999 4394 4301 286147
2016/03/09:15:54:37 110708735X 5999 4394 4301 286147
2016/03/09:18:42:47 110708735X 5999 4394 4301 290196
2016/03/09:20:00:21 110708735X 5999 4394 4301 290283
2016/03/09:20:28:07 110708735X 5999 4394 4301 290283
2016/03/09:21:17:22 110708735X 5999 4394 4301 297936
2016/03/09:22:33:50 110708735X 5999 4394 4301 298006
2016/03/09:22:45:43 110708735X 5999 4394 4301 298006
2016/03/09:23:25:47 110708735X 5999 4394 4301 297429
2016/03/09:23:47:00 110708735X 5999 4394 4301 297429
2016/03/10:05:04:42 110708735X 5999 4394 4301 315524
2016/03/10:07:51:43 110708735X 5999 4393 4301 314603
2016/03/10:09:38:56 110708735X 5999 4393 4301 318108
2016/03/10:11:08:32 110708735X 5999 4394 4301 317685
2016/03/10:11:58:54 110708735X 5999 4394 4301 317685
2016/03/10:12:26:40 110708735X 5999 4394 4301 317684
2016/03/10:13:51:56 110708735X 5999 4394 4301 316281
2016/03/10:14:05:06 110708735X 5999 4394 4301 316281
2016/03/10:15:31:02 110708735X 5999 4394 4301 315816
